id,area,bedrooms,bathrooms,stories,parking,location,furnishing,age_years,amenities_score,price
2606,1314,1,1,4,0,Tech Park Area,Unfurnished,11,2,5026495.55
2607,4086,4,4,3,0,Old Town,Unfurnished,32,7,10979755.21
2608,2526,4,3,2,2,Old Town,Unfurnished,24,7,7627375.72
2609,2795,4,2,3,1,Tech Park Area,Fully-Furnished,39,8,12914440.11
2610,4494,4,1,3,2,Downtown,Fully-Furnished,40,4,19720862.92
2611,1019,1,1,1,2,Tech Park Area,Semi-Furnished,4,8,5340915.28
2612,3246,6,4,1,3,City Center,Unfurnished,11,0,18331861.75
2613,2097,2,2,1,3,Riverside,Fully-Furnished,37,2,8016186.86
2614,2534,5,1,2,3,Suburb North,Fully-Furnished,9,6,12833302.72
2615,4405,2,1,4,0,Countryside,Fully-Furnished,0,8,13432200.62
2616,3851,3,3,2,3,Old Town,Semi-Furnished,10,0,11118386.32
2617,3298,5,5,2,0,Riverside,Semi-Furnished,19,10,18435495.62
2618,2913,6,1,1,2,Hill View,Fully-Furnished,39,6,13892969.58
2619,2008,5,2,1,2,Tech Park Area,Semi-Furnished,12,0,8753021.47
2620,2937,5,2,3,1,Tech Park Area,Fully-Furnished,17,10,18206718.48
2621,3774,1,1,1,3,Tech Park Area,Unfurnished,26,7,13778245.38
2622,4248,1,1,4,2,Riverside,Fully-Furnished,7,5,23200562.69
2623,2611,5,1,1,3,Industrial Zone,Fully-Furnished,9,10,9605527.68
2624,1795,1,1,4,0,Suburb North,Semi-Furnished,3,9,8473785.09
2625,2138,6,3,1,3,Downtown,Unfurnished,1,8,13116306.78
2626,578,5,5,1,3,Suburb South,Semi-Furnished,9,8,2334205.5
2627,4324,4,4,2,2,Industrial Zone,Fully-Furnished,20,0,12805493.31
2628,528,4,2,3,1,Countryside,Fully-Furnished,17,1,1219450.52
2629,2661,1,1,1,3,Suburb North,Unfurnished,30,6,7524072.8
2630,513,5,1,2,0,Riverside,Fully-Furnished,7,7,2614390.34
2631,3552,2,2,2,2,Industrial Zone,Semi-Furnished,13,5,10320927.73
2632,2012,6,6,2,2,Hill View,Fully-Furnished,31,0,9658077.97
2633,494,6,6,3,1,Industrial Zone,Unfurnished,23,3,1291750.15
2634,526,5,1,2,1,Countryside,Semi-Furnished,15,0,1100294.88
2635,4175,3,3,4,0,Riverside,Fully-Furnished,24,10,22435646.04
2636,453,2,2,2,3,Hill View,Unfurnished,19,0,1796876.06
2637,1360,6,6,4,2,Tech Park Area,Unfurnished,34,7,6279080.39
2638,3640,3,1,2,3,Industrial Zone,Fully-Furnished,34,2,8071624.42
2639,4031,6,5,4,3,Riverside,Fully-Furnished,23,4,23553117.5
2640,2088,4,2,2,1,Riverside,Semi-Furnished,2,6,10500192.29
2641,2348,5,5,4,2,Old Town,Unfurnished,8,5,8408913.12
2642,2772,4,2,2,0,Industrial Zone,Unfurnished,38,8,5794502.35
2643,1129,4,4,2,0,City Center,Semi-Furnished,25,1,6023425.74
2644,4335,5,5,4,1,Riverside,Semi-Furnished,24,9,23580836.38
2645,4171,5,5,2,1,Riverside,Semi-Furnished,35,7,18563961.8
2646,2087,5,5,4,3,Countryside,Fully-Furnished,11,5,7297310.52
2647,2226,1,1,1,1,Industrial Zone,Fully-Furnished,11,0,5904586.59
2648,4000,3,2,1,2,Riverside,Fully-Furnished,33,3,17251077.69
2649,2905,1,1,2,3,Downtown,Unfurnished,0,1,12573561.85
2650,653,6,6,4,3,Suburb South,Fully-Furnished,4,4,3515661.25
2651,3158,2,1,3,0,Riverside,Semi-Furnished,7,0,12168766.1
2652,3774,5,4,3,1,Tech Park Area,Semi-Furnished,8,0,18861114.11
2653,2662,4,3,4,2,Suburb South,Fully-Furnished,8,4,12721645.82
2654,1799,5,5,2,0,Tech Park Area,Unfurnished,14,5,8984710.31
2655,576,5,4,4,3,Old Town,Unfurnished,39,4,1469348.98
2656,2991,4,2,1,2,City Center,Fully-Furnished,8,0,16643896.84
2657,3148,3,2,1,3,Old Town,Semi-Furnished,26,1,8913274.12
2658,2213,5,3,4,1,Industrial Zone,Unfurnished,19,3,6070746.98
2659,1708,4,3,1,1,Hill View,Unfurnished,4,10,9343520.27
2660,3155,5,3,4,0,Downtown,Unfurnished,31,7,13878552.04
2661,3081,2,1,4,2,Downtown,Unfurnished,26,1,12159499.64
2662,3570,6,2,1,1,Hill View,Fully-Furnished,37,9,19552755.23
2663,2869,2,2,4,1,Riverside,Semi-Furnished,2,3,13014990.53
2664,1203,3,3,3,3,Industrial Zone,Fully-Furnished,38,0,2955505.55
2665,2470,4,1,4,3,Suburb South,Unfurnished,20,1,8006986.67
2666,4074,1,1,4,2,Suburb North,Fully-Furnished,4,7,19716904.82
2667,4453,6,5,3,0,Countryside,Fully-Furnished,15,10,13867761.89
2668,2654,5,3,1,2,Hill View,Semi-Furnished,12,4,13293629.94
2669,3783,1,1,1,2,Hill View,Fully-Furnished,5,1,19492655.27
2670,3870,4,3,3,3,Hill View,Unfurnished,38,10,15719257.95
2671,2081,1,1,4,0,Downtown,Semi-Furnished,0,9,11213037.25
2672,3845,1,1,3,2,Suburb North,Fully-Furnished,17,0,15384250.34
2673,1468,5,5,2,1,Suburb North,Fully-Furnished,1,10,8150507.43
2674,2017,4,2,1,1,Tech Park Area,Semi-Furnished,34,8,7971896.07
2675,4335,3,1,4,0,Suburb South,Semi-Furnished,20,2,13861032.25
2676,1834,1,1,3,3,Old Town,Unfurnished,13,3,4773803.97
2677,2160,2,1,1,1,Old Town,Semi-Furnished,19,4,6381456.82
2678,2510,5,1,4,3,Downtown,Fully-Furnished,38,8,12514165.94
2679,4418,1,1,1,0,Old Town,Fully-Furnished,39,1,10154033.15
2680,3410,6,6,3,1,Suburb North,Unfurnished,12,10,17086468.08
2681,1044,4,4,1,0,Hill View,Fully-Furnished,17,8,6237594.38
2682,642,3,2,4,1,Suburb South,Fully-Furnished,7,1,2602404.37
2683,2101,1,1,4,1,Suburb South,Unfurnished,20,3,6003301.97
2684,2376,6,1,4,3,Industrial Zone,Semi-Furnished,17,4,6964683.48
2685,3309,1,1,2,0,Countryside,Unfurnished,18,6,6892299.84
2686,3820,5,5,3,1,Old Town,Semi-Furnished,26,7,13286675.99
2687,2121,2,2,2,1,Hill View,Fully-Furnished,36,6,10555772.92
2688,1938,2,1,2,3,Suburb North,Fully-Furnished,34,4,5941188.17
2689,1981,4,4,4,0,Riverside,Semi-Furnished,33,6,7313909.99
2690,4251,1,1,2,0,City Center,Semi-Furnished,15,6,23195435.38
2691,1969,1,1,1,3,Industrial Zone,Unfurnished,39,8,3877833.88
2692,494,2,2,1,0,Suburb South,Unfurnished,15,10,1478672.04
2693,1944,2,1,3,2,Suburb South,Fully-Furnished,12,7,8265129.23
2694,2778,4,4,3,1,Suburb North,Fully-Furnished,11,6,12383016.79
2695,3002,6,5,4,0,Suburb South,Semi-Furnished,22,7,12819824.1
2696,3159,3,3,3,1,Downtown,Semi-Furnished,18,8,18053776.95
2697,1603,6,3,3,1,Tech Park Area,Unfurnished,7,8,7702800.97
2698,2748,1,1,3,2,Tech Park Area,Unfurnished,18,4,11018034.19
2699,2080,4,2,2,2,Suburb South,Unfurnished,31,9,6310771.48
2700,1739,6,4,4,0,Riverside,Semi-Furnished,6,6,10273008.49
2701,1718,5,4,1,3,Downtown,Semi-Furnished,28,10,8353253.99
2702,2176,4,1,2,1,Hill View,Unfurnished,23,8,9816966.87
2703,740,3,2,1,0,Countryside,Unfurnished,40,1,1112735.21
2704,3763,1,1,4,0,Hill View,Fully-Furnished,28,9,17566576.66
2705,978,2,2,3,0,Riverside,Unfurnished,37,5,2963713.59
2706,2773,3,1,4,2,Hill View,Unfurnished,6,10,16673474.05
2707,3294,4,4,1,2,Countryside,Unfurnished,36,1,6029099.01
2708,4269,5,5,4,3,Industrial Zone,Fully-Furnished,25,9,14107661.93
2709,1802,4,1,2,1,Hill View,Fully-Furnished,38,7,8123237.61
2710,3196,5,4,4,0,Hill View,Fully-Furnished,29,0,17096082.97
2711,4425,2,2,4,3,Suburb North,Fully-Furnished,16,3,19843047.68
2712,3750,6,1,2,1,Downtown,Fully-Furnished,23,6,20716390.28
2713,1338,2,1,4,1,Suburb South,Unfurnished,36,6,3308509.14
2714,613,2,2,2,2,Riverside,Unfurnished,25,7,2230746.32
2715,3970,5,5,2,2,Suburb South,Semi-Furnished,30,3,13236609.44
2716,3354,2,1,3,1,Downtown,Unfurnished,15,10,15043092.67
2717,2806,1,1,1,0,City Center,Fully-Furnished,12,3,16219406.55
2718,1167,5,3,3,1,Riverside,Semi-Furnished,31,10,4756044.93
2719,2870,5,2,1,3,Hill View,Semi-Furnished,5,5,18140631.56
2720,3276,3,2,4,0,Countryside,Semi-Furnished,27,9,7862224.51
2721,2999,1,1,2,0,Downtown,Unfurnished,25,4,12224125.45
2722,1324,6,2,2,3,Suburb South,Unfurnished,31,7,4106052.13
2723,1344,2,1,4,0,City Center,Semi-Furnished,19,7,6473156.51
2724,3737,4,1,2,2,Downtown,Unfurnished,24,0,13928146.14
2725,1732,2,2,3,1,Industrial Zone,Unfurnished,2,10,5225662.48
2726,3350,3,1,2,3,Industrial Zone,Unfurnished,27,7,8236700.79
2727,1952,5,2,4,3,City Center,Unfurnished,23,9,11761572.69
2728,3898,4,2,1,0,Riverside,Fully-Furnished,25,3,17832304.16
2729,3163,3,3,3,3,Suburb North,Semi-Furnished,36,7,10228420.04
2730,2887,4,4,2,0,Tech Park Area,Unfurnished,37,9,11390347.57
2731,3516,5,5,3,0,Industrial Zone,Fully-Furnished,32,6,9441129.97
2732,3481,5,3,3,0,Industrial Zone,Fully-Furnished,13,2,11825666.96
2733,3624,4,3,2,1,Suburb South,Fully-Furnished,14,9,15193020.72
2734,2010,1,1,1,1,Tech Park Area,Fully-Furnished,34,10,7751709.03
2735,4001,1,1,3,2,Riverside,Semi-Furnished,1,0,17749340.19
2736,1197,6,4,4,1,Suburb South,Unfurnished,37,8,3881679.24
2737,1695,4,3,2,1,Hill View,Semi-Furnished,29,8,8682714.31
2738,713,5,5,2,1,Riverside,Semi-Furnished,33,10,3211510.14
2739,2428,1,1,3,0,City Center,Fully-Furnished,3,6,16283821.81
2740,4494,6,2,3,2,City Center,Semi-Furnished,29,9,26079747.96
2741,4433,3,3,1,2,Tech Park Area,Semi-Furnished,28,9,18526281.77
2742,3624,4,2,2,0,Old Town,Semi-Furnished,9,3,11388844.98
2743,938,1,1,2,3,Suburb North,Semi-Furnished,25,2,2634718.69
2744,2164,3,3,3,3,Tech Park Area,Semi-Furnished,17,5,10229289.46
2745,4246,5,4,3,2,Hill View,Semi-Furnished,22,1,23244518.18
2746,1155,3,3,4,2,Downtown,Unfurnished,3,6,6298251.02
2747,1832,5,4,2,2,Downtown,Semi-Furnished,4,6,10933117.67
2748,1495,3,1,2,1,Industrial Zone,Semi-Furnished,16,1,3890288.45
2749,2861,5,4,3,0,Suburb South,Unfurnished,12,8,10686821.38
2750,2638,4,1,2,2,Countryside,Unfurnished,4,7,6043919.06
2751,1454,4,2,1,2,Industrial Zone,Unfurnished,13,8,4138972.46
2752,698,2,1,3,0,Tech Park Area,Fully-Furnished,34,3,2470354.31
2753,2943,3,1,2,2,Old Town,Unfurnished,37,6,6969847.97
2754,3823,5,4,4,3,Suburb South,Semi-Furnished,21,2,13787035.49
2755,898,2,2,4,2,Tech Park Area,Unfurnished,19,5,3978653.32
2756,2350,2,2,4,3,Industrial Zone,Fully-Furnished,0,9,8651805.51
2757,3072,6,2,3,0,Hill View,Fully-Furnished,40,8,14174074.44
2758,3144,4,1,2,2,Industrial Zone,Unfurnished,2,3,9506301.13
2759,1899,5,5,2,2,Tech Park Area,Semi-Furnished,39,0,6901908.19
2760,3908,3,2,1,1,Suburb North,Fully-Furnished,28,10,15786993.01
2761,1620,5,4,4,2,Old Town,Semi-Furnished,7,10,6446561.37
2762,2553,4,3,2,1,Downtown,Fully-Furnished,33,2,12469361.01
2763,1760,6,5,4,2,Suburb North,Fully-Furnished,26,2,7265195.27
2764,3589,2,1,4,0,Hill View,Fully-Furnished,35,6,17363426.05
2765,3549,3,2,4,3,Countryside,Semi-Furnished,33,3,6555668.03
2766,4473,4,2,1,3,City Center,Unfurnished,37,3,18514217.39
2767,3080,6,1,3,0,Tech Park Area,Unfurnished,29,8,12702023.32
2768,1657,2,2,3,2,Old Town,Semi-Furnished,26,9,4997685.65
2769,3874,1,1,2,1,Suburb South,Semi-Furnished,9,3,13050811.21
2770,937,4,4,1,1,Suburb South,Unfurnished,30,10,3157769.95
2771,681,1,1,3,2,Tech Park Area,Fully-Furnished,40,7,2413076.42
2772,4089,5,3,4,3,Old Town,Semi-Furnished,16,1,13500595.85
2773,2273,4,4,3,2,Riverside,Fully-Furnished,33,1,10387114.43
2774,4048,5,5,1,3,Riverside,Semi-Furnished,32,1,15141045.29
2775,715,3,3,1,2,Hill View,Fully-Furnished,38,10,3505773.57
2776,2108,5,2,3,3,City Center,Unfurnished,33,0,9457095.92
2777,4380,1,1,4,0,Suburb South,Unfurnished,37,6,11146403.05
2778,1188,1,1,3,0,Tech Park Area,Fully-Furnished,6,2,6280874.74
2779,3100,5,5,4,0,Tech Park Area,Unfurnished,1,10,19402330.42
2780,478,4,4,1,0,Downtown,Semi-Furnished,37,2,1752049.96
2781,3642,2,2,2,3,Tech Park Area,Fully-Furnished,14,3,17153186.27
2782,3343,5,5,4,2,Old Town,Semi-Furnished,2,3,13526678.82
2783,631,4,4,3,3,Tech Park Area,Fully-Furnished,26,8,3572658.95
2784,3993,2,1,3,2,Countryside,Unfurnished,31,7,7150705.19
2785,865,2,2,2,0,Hill View,Semi-Furnished,21,10,3991351.25
2786,3907,3,3,1,2,Suburb South,Fully-Furnished,5,8,17643558.84
2787,2921,6,6,2,2,Industrial Zone,Semi-Furnished,2,4,10070427.95
2788,2535,5,2,1,0,Industrial Zone,Unfurnished,19,7,7161088.67
2789,3118,6,1,2,1,Hill View,Unfurnished,12,6,16408304.16
2790,2268,1,1,4,0,Downtown,Fully-Furnished,40,7,10190141.41
2791,2294,5,4,1,1,Riverside,Fully-Furnished,19,10,12187223.99
2792,2196,5,3,3,3,Countryside,Fully-Furnished,18,0,6222594.29
2793,1399,4,4,3,0,Suburb North,Semi-Furnished,13,2,5662072.77
2794,2415,2,2,2,0,Hill View,Fully-Furnished,31,5,11274543.8
2795,4206,2,2,2,3,Riverside,Unfurnished,32,6,15818063.23
2796,3620,6,2,1,1,Old Town,Unfurnished,21,8,10709167.37
2797,3338,6,3,2,1,Riverside,Unfurnished,19,1,12942972.38
2798,3466,3,1,3,2,Tech Park Area,Unfurnished,37,6,12626358.32
2799,548,4,2,3,2,City Center,Semi-Furnished,16,6,2983268.44
2800,951,3,3,3,0,Countryside,Semi-Furnished,39,1,1650784.68
2801,2260,1,1,1,1,Suburb South,Unfurnished,32,10,5584366.68
2802,2762,5,1,3,0,Riverside,Semi-Furnished,17,10,13423971.8
2803,3313,1,1,2,3,Countryside,Semi-Furnished,1,2,8068942.72
2804,3394,2,2,4,2,Riverside,Unfurnished,1,2,14522304.44
2805,3942,6,3,1,3,Suburb South,Unfurnished,35,3,10817215.64
2806,2303,4,1,4,3,City Center,Semi-Furnished,4,0,12384476.64
2807,1733,6,4,2,2,Suburb South,Unfurnished,8,2,5854159.63
2808,3312,2,2,1,0,Riverside,Fully-Furnished,28,6,14001234.08
2809,4099,4,4,3,0,Suburb North,Semi-Furnished,28,9,14577097.41
2810,1063,6,3,3,3,Suburb North,Semi-Furnished,18,0,4212254.02
2811,1315,2,2,1,3,Industrial Zone,Semi-Furnished,23,6,3577961.66
2812,1023,4,1,1,3,Riverside,Semi-Furnished,8,6,4641166.81
2813,2774,5,3,4,2,Hill View,Fully-Furnished,10,10,18967424.09
2814,3257,4,4,3,0,Industrial Zone,Fully-Furnished,2,0,10271515.95
2815,3965,5,3,1,1,Hill View,Semi-Furnished,4,3,24288058.07
2816,3652,3,3,3,3,Countryside,Unfurnished,11,8,9949390.11
2817,1386,5,1,3,3,Riverside,Unfurnished,4,4,7012530.83
2818,1580,4,1,3,3,Industrial Zone,Fully-Furnished,12,2,4769923.43
2819,918,3,3,4,2,Riverside,Unfurnished,8,0,3632430.84
2820,2838,3,3,2,3,Countryside,Fully-Furnished,27,6,6539240.95
2821,1245,1,1,1,0,Suburb North,Fully-Furnished,34,7,4531988.55
2822,801,3,2,1,2,Suburb North,Unfurnished,16,3,2650091.96
2823,2640,4,2,1,0,Countryside,Fully-Furnished,4,8,8092948.15
2824,635,5,5,4,2,City Center,Semi-Furnished,8,5,4516242.03
2825,3886,1,1,1,1,City Center,Fully-Furnished,12,3,23391102.47
2826,3405,1,1,3,1,Riverside,Unfurnished,25,0,9716485.25
2827,1249,1,1,4,2,Hill View,Fully-Furnished,1,10,8179972.01
2828,3853,2,1,3,0,Suburb North,Semi-Furnished,9,0,13312630.56
2829,2417,1,1,3,0,Industrial Zone,Semi-Furnished,37,9,4911343.03
2830,840,4,4,2,1,Tech Park Area,Unfurnished,8,2,4053724.39
2831,1588,1,1,3,1,Old Town,Unfurnished,11,10,4509955.24
2832,1975,4,2,1,0,Old Town,Unfurnished,4,1,6067097.07
2833,1498,5,3,2,1,Old Town,Unfurnished,12,3,4684308.09
2834,1939,2,2,4,0,Riverside,Unfurnished,15,9,7903340.11
2835,3859,4,3,3,1,Riverside,Semi-Furnished,11,8,19249627.64
2836,3614,3,3,4,0,Suburb South,Semi-Furnished,37,8,10834572.75
2837,1241,3,2,1,2,Riverside,Semi-Furnished,29,10,5329590.27
2838,3010,2,2,3,1,Old Town,Semi-Furnished,14,5,9127801.67
2839,3621,1,1,2,3,City Center,Semi-Furnished,21,9,20339122.42
2840,1545,4,4,2,2,Riverside,Fully-Furnished,32,0,6432723.63
2841,2156,4,3,1,2,Countryside,Semi-Furnished,14,3,5088968.94
2842,2832,6,3,2,2,Countryside,Semi-Furnished,25,6,7240418.49
2843,3181,2,2,2,3,Suburb South,Fully-Furnished,36,8,11274122.45
2844,3513,2,1,3,1,City Center,Semi-Furnished,37,2,13518924.68
2845,1837,4,1,2,3,City Center,Unfurnished,40,8,8424132.25
2846,1777,3,2,3,3,Tech Park Area,Semi-Furnished,32,6,6860275.84
2847,2816,1,1,1,3,Tech Park Area,Unfurnished,18,9,11428711.57
2848,3066,2,2,1,3,Suburb North,Semi-Furnished,14,10,13781068.77
2849,791,1,1,2,3,Suburb North,Unfurnished,15,0,2396880.51
2850,1302,4,2,4,0,Countryside,Fully-Furnished,10,0,3750632.54
2851,1571,5,5,4,3,Tech Park Area,Fully-Furnished,1,8,12071980.41
2852,2033,6,3,2,0,Suburb South,Unfurnished,18,6,7421441.83
2853,2875,3,3,4,1,Hill View,Fully-Furnished,17,2,16831368.99
2854,3855,6,2,4,2,Hill View,Semi-Furnished,13,3,22189858.14
2855,2334,2,2,3,0,Riverside,Semi-Furnished,36,4,7948401.74
2856,3173,1,1,2,3,City Center,Fully-Furnished,18,9,19051230.56
2857,2991,4,4,1,3,Tech Park Area,Unfurnished,13,5,12952212.0
2858,904,1,1,4,0,Suburb South,Semi-Furnished,36,0,2010639.12
2859,3628,6,2,3,0,Suburb North,Unfurnished,14,3,12920854.68
2860,1563,2,2,4,3,Riverside,Fully-Furnished,17,8,8586627.16
2861,1602,1,1,1,0,Suburb North,Semi-Furnished,31,9,4804584.57
2862,752,3,1,1,3,Downtown,Semi-Furnished,37,10,3324180.46
2863,3165,6,1,1,0,Industrial Zone,Fully-Furnished,10,0,8893459.64
2864,2751,4,4,1,3,Tech Park Area,Unfurnished,4,9,14922106.76
2865,1459,3,2,1,1,Industrial Zone,Fully-Furnished,21,4,4139068.72
2866,4087,2,1,2,2,Riverside,Unfurnished,27,0,13360685.44
2867,2766,6,1,4,0,Riverside,Fully-Furnished,24,0,11232615.44
2868,3674,4,1,1,3,Suburb North,Unfurnished,8,1,13164701.16
2869,1717,1,1,3,3,Downtown,Unfurnished,33,8,6987479.65
2870,811,3,1,1,1,Tech Park Area,Semi-Furnished,40,4,2616040.72
2871,4171,4,1,2,3,Countryside,Fully-Furnished,23,7,10693238.28
2872,3973,4,2,1,1,Tech Park Area,Unfurnished,2,10,20612097.12
2873,2967,1,1,1,2,Suburb South,Unfurnished,9,1,8284280.08
2874,4042,1,1,2,0,Hill View,Unfurnished,21,0,14731836.87
2875,3167,4,2,4,0,City Center,Fully-Furnished,16,5,19507065.36
2876,1773,2,2,4,2,Suburb North,Unfurnished,8,10,7136706.18
2877,2442,6,6,1,3,Old Town,Fully-Furnished,38,9,8063320.42
2878,2603,3,3,4,2,Tech Park Area,Fully-Furnished,38,3,11781709.05
2879,575,3,1,3,3,Countryside,Semi-Furnished,25,3,1181069.43
2880,3637,5,3,2,1,Countryside,Fully-Furnished,5,7,10949942.19
2881,2105,2,2,3,3,Hill View,Unfurnished,16,6,10806124.77
2882,2401,1,1,1,2,Industrial Zone,Unfurnished,14,0,5619002.16
2883,1998,5,5,4,1,Industrial Zone,Unfurnished,32,7,5349237.75
2884,870,1,1,4,3,Tech Park Area,Fully-Furnished,3,10,4997284.68
2885,4431,1,1,2,1,Downtown,Semi-Furnished,26,2,16171269.5
2886,3399,1,1,3,1,Suburb South,Unfurnished,9,8,10548664.8
2887,1166,5,2,3,0,Tech Park Area,Semi-Furnished,30,5,5230214.67
2888,2604,2,2,3,0,Downtown,Semi-Furnished,5,0,13003939.66
2889,2720,3,3,1,1,Hill View,Unfurnished,7,3,12880657.21
2890,571,3,2,3,3,Suburb South,Unfurnished,33,9,1567469.51
2891,3831,1,1,3,0,Hill View,Semi-Furnished,35,0,13834832.09
2892,2352,5,2,1,1,Tech Park Area,Unfurnished,4,0,11084009.98
2893,869,5,3,3,1,Industrial Zone,Unfurnished,39,5,2007122.83
2894,967,5,1,3,2,Countryside,Fully-Furnished,26,7,2435127.44
2895,4069,6,2,1,1,Suburb North,Fully-Furnished,32,10,17389739.8
2896,2949,2,1,4,1,Hill View,Semi-Furnished,35,10,13768868.1
2897,552,6,2,4,0,Suburb South,Unfurnished,14,10,2191612.65
2898,4156,6,4,3,1,City Center,Fully-Furnished,36,0,20622410.07
2899,1809,5,3,3,3,Hill View,Fully-Furnished,36,4,9520312.66
2900,535,5,3,2,0,City Center,Fully-Furnished,27,9,3432773.09
2901,3274,3,3,2,3,Downtown,Semi-Furnished,4,0,16407818.97
2902,2171,4,2,2,3,Industrial Zone,Semi-Furnished,28,0,4579709.34
2903,1753,2,2,4,0,Riverside,Semi-Furnished,35,1,5544434.13
2904,4131,5,1,2,2,Riverside,Fully-Furnished,1,8,24087929.14
2905,2411,6,4,2,3,Industrial Zone,Semi-Furnished,19,7,7977171.86
2906,2493,2,2,1,2,Suburb South,Unfurnished,9,4,7455721.24
2907,1684,5,1,1,2,Suburb North,Semi-Furnished,8,4,6405214.33
2908,1805,3,2,4,0,Hill View,Fully-Furnished,21,5,9877303.84
2909,3914,5,1,4,1,Countryside,Fully-Furnished,24,0,8626908.1
2910,1123,3,3,1,1,Riverside,Unfurnished,9,9,5449171.05
2911,3217,5,3,3,1,Riverside,Unfurnished,20,10,14850623.47
2912,3769,2,2,4,1,Downtown,Semi-Furnished,1,2,20242104.48
2913,2056,2,2,1,3,Suburb South,Unfurnished,31,4,5868092.53
2914,2908,2,1,1,2,Suburb North,Semi-Furnished,29,8,10577033.12
2915,1174,1,1,2,1,City Center,Semi-Furnished,38,3,4520947.52
2916,3866,1,1,2,1,Hill View,Unfurnished,13,1,16995028.92
2917,2851,2,2,1,2,Tech Park Area,Semi-Furnished,0,2,12591955.92
2918,2162,1,1,1,1,Riverside,Unfurnished,23,9,7486299.77
2919,2924,4,1,1,0,Downtown,Fully-Furnished,1,2,17630738.02
2920,3104,3,3,1,3,Suburb South,Unfurnished,21,6,10192707.3
2921,3223,3,3,1,2,Hill View,Fully-Furnished,19,0,17149090.25
2922,2823,5,2,2,0,Industrial Zone,Semi-Furnished,13,2,8155177.72
2923,789,4,4,4,0,Industrial Zone,Semi-Furnished,24,4,2093745.8
2924,1629,2,2,1,0,Old Town,Semi-Furnished,22,3,4484287.45
2925,3314,1,1,4,3,City Center,Semi-Furnished,27,5,14345862.76
2926,1174,6,4,4,0,Suburb South,Unfurnished,36,2,3319711.24
2927,3814,6,6,3,3,Tech Park Area,Unfurnished,26,10,17359277.33
2928,3404,5,1,2,1,Riverside,Unfurnished,7,6,15448285.46
2929,2690,6,4,1,3,Countryside,Fully-Furnished,27,3,6709929.9
2930,1004,2,1,4,0,Tech Park Area,Semi-Furnished,37,2,3081136.9
2931,1015,4,4,3,2,City Center,Unfurnished,31,1,4063153.14
2932,3914,2,2,3,1,Downtown,Unfurnished,1,3,18855318.09
2933,1828,2,2,2,1,Suburb North,Unfurnished,9,4,6413529.13
2934,2905,6,6,4,3,Old Town,Unfurnished,8,7,11763229.56
2935,2642,6,3,1,3,Tech Park Area,Unfurnished,31,6,10370677.44
2936,743,3,2,2,0,Suburb North,Unfurnished,17,10,2986598.2
2937,3786,4,3,2,3,City Center,Semi-Furnished,11,6,23122754.25
2938,3698,2,2,1,1,Countryside,Unfurnished,17,5,8274176.92
2939,1353,2,2,3,3,Hill View,Semi-Furnished,39,7,6179715.47
2940,1515,5,4,3,3,Suburb South,Unfurnished,17,9,5530025.62
2941,1955,1,1,3,3,Suburb South,Semi-Furnished,0,6,7645445.73
2942,4425,5,4,3,3,Tech Park Area,Semi-Furnished,7,2,24709651.36
2943,672,4,2,4,3,Countryside,Unfurnished,38,3,1264346.18
2944,3326,1,1,2,2,Industrial Zone,Unfurnished,4,2,8283541.06
2945,1683,4,3,1,1,Suburb South,Unfurnished,18,7,5547224.36
2946,4480,6,6,1,2,Hill View,Semi-Furnished,36,7,23885665.9
2947,1010,3,1,3,0,Countryside,Unfurnished,13,3,2196563.85
2948,2619,2,1,3,3,Tech Park Area,Fully-Furnished,9,3,12607057.58
2949,3092,6,2,1,2,Hill View,Unfurnished,25,7,14471902.22
2950,3439,4,1,4,1,City Center,Fully-Furnished,14,10,22363384.48
2951,3984,5,4,2,0,Suburb North,Unfurnished,8,2,13885493.69
2952,4337,1,1,3,1,City Center,Semi-Furnished,34,3,16760809.76
2953,3533,2,2,4,3,Downtown,Fully-Furnished,10,8,22419230.38
2954,2492,6,6,1,1,City Center,Unfurnished,21,10,15413179.89
2955,2934,3,3,2,0,Tech Park Area,Semi-Furnished,26,4,12109534.35
2956,3865,1,1,2,1,Industrial Zone,Fully-Furnished,23,1,10222086.18
2957,4261,2,2,1,0,Suburb North,Unfurnished,21,4,12955775.53
2958,2396,3,1,1,1,Tech Park Area,Fully-Furnished,32,9,11039156.9
2959,3432,6,1,3,2,Suburb North,Unfurnished,18,0,11119152.65
2960,711,3,3,4,2,Suburb North,Fully-Furnished,13,5,3090687.86
2961,3048,6,1,3,1,Countryside,Semi-Furnished,29,5,6602773.94
2962,654,2,1,1,0,City Center,Fully-Furnished,20,6,3471608.38
2963,900,4,4,3,0,Suburb North,Fully-Furnished,2,2,4721613.41
2964,3687,6,1,4,1,Countryside,Fully-Furnished,6,6,10841365.35
2965,1948,5,4,4,3,Suburb North,Unfurnished,36,9,6819163.79
2966,3856,4,4,3,1,Riverside,Unfurnished,26,1,13983440.5
2967,620,6,3,1,2,Tech Park Area,Unfurnished,23,3,2430655.55
2968,3086,5,1,3,3,Hill View,Semi-Furnished,9,8,18300218.5
2969,1943,2,1,2,2,Suburb South,Semi-Furnished,25,10,5979964.97
2970,2367,6,4,3,0,Suburb North,Fully-Furnished,21,8,12168634.56
2971,4255,4,4,4,1,Downtown,Unfurnished,0,2,24090835.25
2972,1846,2,1,4,1,Countryside,Semi-Furnished,27,9,4161232.32
